code,lastname,firstname,sei,namae,email_address,company_mobie,gender,date_of_birth,date_of_joining_company,main_category,sub_category,minor_category,classification,position,monthly_basic_salary,qualifications
SF759944,高橋,りな,takahashi,rina,takahashi_rina2@tekuwan.co.jp,030-0049-9362,女性,2000/7/16,2023/4/1,営業本部,九州営業部,九州営業課,正社員,,"250,000",
SF860048,藤田,なな,fujita,nana,fujita_nana3@tekuwan.co.jp,030-6770-8804,女性,2000/3/25,2023/4/1,営業本部,九州営業部,九州営業課,正社員,,"250,000",
R306514,近藤,智也,kondou,tomoya,kondou_tomoya4@tekuwan.co.jp,030-2693-6669,男性,1980/4/16,2018/4/1,営業本部,九州営業部,九州営業課,契約社員,,"180,000",
R280787,沢田,拓海,sawada,takumi,sawada_takumi5@tekuwan.co.jp,030-8929-8373,男性,1980/5/3,2020/4/1,営業本部,九州営業部,九州営業課,契約社員,,"180,000",
R367303,渡辺,達也,watanabe,tatsuya,watanabe_tatsuya1@tekuwan.co.jp,030-2986-6100,男性,1982/10/8,2022/4/1,営業本部,九州営業部,九州営業課,契約社員,,"180,000",
R897157,森,茜,mori,akane,mori_akane2@tekuwan.co.jp,030-4703-7809,女性,1985/2/20,2023/4/1,営業本部,九州営業部,九州営業課,契約社員,,"190,000",
R709197,高橋,えみ,takahashi,emi,takahashi_emi3@tekuwan.co.jp,030-7320-3000,女性,1990/1/30,2023/4/1,営業本部,九州営業部,九州営業課,契約社員,,"190,000",
K151271,栗田,大介,kurita,daisuke,kurita_daisuke4@tekuwan.co.jp,030-0590-7573,男性,1961/5/7,1984/4/1,営業本部,九州営業部,九州営業課,嘱託社員,,"180,000",
P680800,新井,大樹,arai,taiju,arai_taiju5@tekuwan.co.jp,030-5455-9913,男性,2002/1/26,2020/10/1,営業本部,九州営業部,九州営業課,パート,,,
P607334,井上,なな,inoue,nana,inoue_nana1@tekuwan.co.jp,030-9276-6350,女性,1980/10/28,2021/10/1,営業本部,九州営業部,九州営業課,パート,,,
P633375,増田,優衣,masuda,yui,masuda_yui2@tekuwan.co.jp,030-9076-6074,女性,1976/4/24,2022/5/1,営業本部,九州営業部,九州営業課,パート,,,
P340567,山田,理恵,yamada,rie,yamada_rie3@tekuwan.co.jp,030-5674-9210,女性,1986/12/7,2023/9/1,営業本部,九州営業部,九州営業課,パート,,,
SF509823,小松,悠人,komatsu,yuuto,komatsu_yuuto4@tekuwan.co.jp,030-0703-0402,男性,1963/4/7,1987/4/1,製造本部,長野工場,長野製造課,正社員,執行役員本部長,"1,400,000",
SF300908,宮本,太郎,miyamoto,tarou,miyamoto_tarou5@tekuwan.co.jp,030-9501-0075,男性,1965/8/5,1988/4/1,製造本部,長野工場,長野製造課,正社員,工場長,"1,200,000",
SF467314,大西,陽介,oonishi,yousuke,oonishi_yousuke1@tekuwan.co.jp,030-4529-1061,男性,1982/4/3,2005/4/1,製造本部,長野工場,長野製造課,正社員,課長,"700,000",
SF005516,橋本,陽翔,hashimoto,youshou,hashimoto_youshou2@tekuwan.co.jp,030-2109-6485,男性,1982/6/7,2008/4/1,製造本部,長野工場,長野製造課,正社員,チームリーダー,"550,000",
SF190052,白井,悠真,shirai,yuuma,shirai_yuuma3@tekuwan.co.jp,030-4264-9754,男性,1988/10/29,2011/4/1,製造本部,長野工場,長野製造課,正社員,チームリーダー,"600,000",
SF595381,藤井,悠希,fujii,yuuki,fujii_yuuki4@tekuwan.co.jp,030-2303-4162,男性,1989/3/25,2011/4/1,製造本部,長野工場,長野製造課,正社員,チームリーダー,"600,000",
SF553226,阿部,大輔,abe,daisuke,abe_daisuke5@tekuwan.co.jp,030-9484-9770,男性,1989/11/5,2013/4/1,製造本部,長野工場,長野製造課,正社員,チームリーダー,"600,000",
SF963647,松田,大地,matsuda,daichi,matsuda_daichi1@tekuwan.co.jp,030-7439-5313,男性,1990/11/4,2013/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF780679,本間,陽翔,honma,youshou,honma_youshou2@tekuwan.co.jp,030-1714-7885,男性,1989/10/10,2013/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF033904,佐々木,悠斗,sasaki,yuuto,sasaki_yuuto3@tekuwan.co.jp,030-8735-2740,男性,1991/4/15,2014/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF548427,田村,翼,tamura,tsubasa,tamura_tsubasa4@tekuwan.co.jp,030-4984-5260,男性,1992/1/26,2014/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF984881,小泉,悟,koizumi,satoshi,koizumi_satoshi5@tekuwan.co.jp,030-3661-5346,男性,1994/3/2,2016/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF899040,岩崎,隼斗,iwasaki,hayato,iwasaki_hayato1@tekuwan.co.jp,030-0759-2022,男性,1992/6/1,2016/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF820465,平田,瑛斗,hirata,eito,hirata_eito2@tekuwan.co.jp,030-9669-2854,男性,1993/12/23,2016/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF253054,河野,隼斗,kouno,hayato,kouno_hayato3@tekuwan.co.jp,030-8290-7124,男性,1993/11/20,2016/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF055837,竹内,慎吾,takeuchi,shingo,takeuchi_shingo4@tekuwan.co.jp,030-4347-4275,男性,1989/2/17,2016/5/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF858192,高橋,雅也,takahashi,masaya,takahashi_masaya5@tekuwan.co.jp,030-0172-1849,男性,1994/9/6,2017/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF742147,山本,大悟,yamamoto,daigo,yamamoto_daigo1@tekuwan.co.jp,030-5595-5938,男性,1997/6/1,2020/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF488701,本田,拓人,honda,takuto,honda_takuto2@tekuwan.co.jp,030-5798-2592,男性,1996/1/17,2020/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF579582,岩井,悠人,iwai,yuuto,iwai_yuuto3@tekuwan.co.jp,030-4589-0653,男性,1997/12/14,2020/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF727380,星野,陽大,hoshino,youdai,hoshino_youdai4@tekuwan.co.jp,030-1877-9010,男性,1996/6/8,2020/4/1,製造本部,長野工場,長野製造課,正社員,チーフ,"450,000",
SF450712,川口,慎太郎,kawaguchi,shintarou,kawaguchi_shintarou5@tekuwan.co.jp,030-8618-8374,男性,1994/5/20,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF109304,野村,悠真,nomura,yuuma,nomura_yuuma1@tekuwan.co.jp,030-3055-4201,男性,1994/8/11,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF793034,岩本,真太,iwamoto,makotota,iwamoto_makotota2@tekuwan.co.jp,030-1071-2274,男性,1994/10/2,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF576768,橋本,大輝,hashimoto,daiki,hashimoto_daiki3@tekuwan.co.jp,030-8546-4380,男性,1994/11/2,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF923253,富田,瑛斗,tomita,eito,tomita_eito4@tekuwan.co.jp,030-5083-1666,男性,1994/5/26,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF922089,大森,麻衣,oomori,mai,oomori_mai5@tekuwan.co.jp,030-1257-3788,女性,1995/1/22,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF709929,佐々木,美和,sasaki,miwa,sasaki_miwa1@tekuwan.co.jp,030-4479-9188,女性,1994/7/28,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF604634,佐野,ゆか,sano,yuka,sano_yuka2@tekuwan.co.jp,030-8384-6491,女性,1994/6/11,2017/4/1,製造本部,長野工場,長野製造課,正社員,,"400,000",
SF875305,樋口,大悟,higuchi,daigo,higuchi_daigo3@tekuwan.co.jp,030-4460-5251,男性,1995/12/19,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF461467,内田,悠斗,uchida,yuuto,uchida_yuuto4@tekuwan.co.jp,030-2155-0216,男性,1995/9/23,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF700736,北村,瑛大,kitamura,eidai,kitamura_eidai5@tekuwan.co.jp,030-9392-1121,男性,1995/10/6,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF702998,古賀,勇太,koga,yuuta,koga_yuuta1@tekuwan.co.jp,030-5422-6809,男性,1995/6/15,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF303043,大久保,瑛太,ookubo,eita,ookubo_eita2@tekuwan.co.jp,030-3275-2061,男性,1995/5/26,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF707664,若林,瑛大,wakabayashi,eidai,wakabayashi_eidai3@tekuwan.co.jp,030-5531-0025,男性,1995/12/30,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF610060,増田,陽介,masuda,yousuke,masuda_yousuke4@tekuwan.co.jp,030-7186-8378,男性,1995/6/27,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF568483,杉山,まゆ,sugiyama,mayu,sugiyama_mayu5@tekuwan.co.jp,030-1765-0560,女性,1995/7/17,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF923928,宮本,ゆうこ,miyamoto,yuuko,miyamoto_yuuko1@tekuwan.co.jp,030-5640-9027,女性,1995/9/4,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF753474,近藤,あやか,kondou,ayaka,kondou_ayaka2@tekuwan.co.jp,030-4398-5243,女性,1996/2/19,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF661362,岩田,梨花,iwata,rika,iwata_rika3@tekuwan.co.jp,030-0663-8529,女性,1995/10/20,2018/4/1,製造本部,長野工場,長野製造課,正社員,,"375,000",
SF436056,森田,翔太朗,morita,shoutarou,morita_shoutarou4@tekuwan.co.jp,030-3392-0248,男性,1997/3/11,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF324511,宮本,誠,miyamoto,makoto,miyamoto_makoto5@tekuwan.co.jp,030-4274-5922,男性,1996/8/9,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF236045,菅原,健,sugawara,takeshi,sugawara_takeshi1@tekuwan.co.jp,030-1965-4252,男性,1996/9/24,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF774408,岩崎,陽斗,iwasaki,youto,iwasaki_youto2@tekuwan.co.jp,030-8221-7823,男性,1997/1/1,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF465539,岩井,翔太朗,iwai,shoutarou,iwai_shoutarou3@tekuwan.co.jp,030-1727-7796,男性,1997/3/2,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF773639,野村,翔平,nomura,shouhei,nomura_shouhei4@tekuwan.co.jp,030-2262-9253,男性,1996/10/10,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF418730,樋口,啓太,higuchi,keita,higuchi_keita5@tekuwan.co.jp,030-0374-4329,男性,1996/4/4,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF729423,江口,直樹,eguchi,naoki,eguchi_naoki1@tekuwan.co.jp,030-2867-0274,男性,1996/4/9,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF712763,古川,瑛大,furukawa,eidai,furukawa_eidai2@tekuwan.co.jp,030-5258-4544,男性,1997/2/17,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF303655,松尾,陸,matsuo,riku,matsuo_riku3@tekuwan.co.jp,030-7280-1009,男性,1996/10/23,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF492798,佐々木,えりか,sasaki,erika,sasaki_erika4@tekuwan.co.jp,030-7954-7849,女性,1996/10/29,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF518720,野村,麻衣,nomura,mai,nomura_mai5@tekuwan.co.jp,030-0638-4153,女性,1996/12/25,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF058549,大久保,まい,ookubo,mai,ookubo_mai1@tekuwan.co.jp,030-3123-3794,女性,1996/9/23,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF744936,松田,まりこ,matsuda,mariko,matsuda_mariko2@tekuwan.co.jp,030-9600-1413,女性,1996/10/27,2019/4/1,製造本部,長野工場,長野製造課,正社員,,"350,000",
SF268101,新井,陽翔,arai,youshou,arai_youshou3@tekuwan.co.jp,030-3799-9926,男性,1998/3/14,2020/4/1,製造本部,長野工場,長野製造課,正社員,,"325,000",
SF430316,小西,直樹,konishi,naoki,konishi_naoki4@tekuwan.co.jp,030-1720-5361,男性,1997/5/30,2020/4/1,製造本部,長野工場,長野製造課,正社員,,"325,000",
SF974263,野口,智也,noguchi,tomoya,noguchi_tomoya5@tekuwan.co.jp,030-6183-5664,男性,1997/5/28,2020/4/1,製造本部,長野工場,長野製造課,正社員,,"325,000",
SF857665,武田,拓人,takeda,takuto,takeda_takuto1@tekuwan.co.jp,030-2121-7611,男性,1997/11/18,2020/4/1,製造本部,長野工場,長野製造課,正社員,,"325,000",
SF613302,中川,慎太郎,nakagawa,shintarou,nakagawa_shintarou2@tekuwan.co.jp,030-2986-7851,男性,1997/3/21,2020/4/1,製造本部,長野工場,長野製造課,正社員,,"325,000",
SF281824,西村,美和,nishimura,miwa,nishimura_miwa3@tekuwan.co.jp,030-4718-2955,女性,1997/5/15,2020/4/1,製造本部,長野工場,長野製造課,正社員,,"325,000",
SF559874,水野,蓮,mizuno,hasu,mizuno_hasu4@tekuwan.co.jp,030-5249-2583,男性,1998/7/18,2021/4/1,製造本部,長野工場,長野製造課,正社員,,"300,000",
SF982048,金子,悠真,kaneko,yuuma,kaneko_yuuma5@tekuwan.co.jp,030-8277-4943,男性,1998/10/23,2021/4/1,製造本部,長野工場,長野製造課,正社員,,"300,000",
SF770772,矢野,悠斗,yano,yuuto,yano_yuuto1@tekuwan.co.jp,030-2081-4140,男性,1998/7/25,2021/4/1,製造本部,長野工場,長野製造課,正社員,,"300,000",
SF987418,山本,悠一,yamamoto,yuuichi,yamamoto_yuuichi2@tekuwan.co.jp,030-7134-7974,男性,1998/5/30,2021/4/1,製造本部,長野工場,長野製造課,正社員,,"300,000",
SF739026,松本,りな,matsumoto,rina,matsumoto_rina3@tekuwan.co.jp,030-8932-5688,女性,1998/4/7,2021/4/1,製造本部,長野工場,長野製造課,正社員,,"300,000",
SF223405,橋本,凛,hashimoto,rin,hashimoto_rin4@tekuwan.co.jp,030-8948-7939,女性,1998/7/9,2021/4/1,製造本部,長野工場,長野製造課,正社員,,"300,000",
SF683826,田中,駿,tanaka,shun,tanaka_shun5@tekuwan.co.jp,030-2070-8168,男性,1999/10/18,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF762103,井上,悠斗,inoue,yuuto,inoue_yuuto1@tekuwan.co.jp,030-3090-1759,男性,1999/7/11,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF528705,伊藤,大輔,itou,daisuke,itou_daisuke2@tekuwan.co.jp,030-9481-1260,男性,1999/3/27,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF578110,富田,翔,tomita,shou,tomita_shou3@tekuwan.co.jp,030-8599-2844,男性,1999/8/16,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF854035,石井,なな,ishii,nana,ishii_nana4@tekuwan.co.jp,030-2787-5541,女性,1999/9/25,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF992605,阿部,優衣,abe,yui,abe_yui5@tekuwan.co.jp,030-5111-1394,女性,1999/5/2,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF305013,栗田,れいこ,kurita,reiko,kurita_reiko1@tekuwan.co.jp,030-1256-8950,女性,1999/8/17,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF503045,武田,なつみ,takeda,natsumi,takeda_natsumi2@tekuwan.co.jp,030-2972-0600,女性,1999/11/30,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF773949,伊藤,優衣,itou,yui,itou_yui3@tekuwan.co.jp,030-4282-5441,女性,1999/12/20,2022/4/1,製造本部,長野工場,長野製造課,正社員,,"275,000",
SF578976,藤原,龍太郎,fujiwara,ryuutarou,fujiwara_ryuutarou4@tekuwan.co.jp,030-7696-3140,男性,2000/10/27,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF846655,井上,悠翔,inoue,yuushou,inoue_yuushou5@tekuwan.co.jp,030-4737-1863,男性,2001/2/10,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF910011,星野,翔,hoshino,shou,hoshino_shou1@tekuwan.co.jp,030-9141-9769,男性,2000/8/30,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF634228,小川,悠太郎,ogawa,yuutarou,ogawa_yuutarou2@tekuwan.co.jp,030-4952-4157,男性,2001/1/21,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF706038,近藤,慎太郎,kondou,shintarou,kondou_shintarou3@tekuwan.co.jp,030-4661-4512,男性,2000/7/7,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF552782,小泉,悠人,koizumi,yuuto,koizumi_yuuto4@tekuwan.co.jp,030-6381-8213,男性,2000/4/4,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF754679,阿部,直樹,abe,naoki,abe_naoki5@tekuwan.co.jp,030-1662-6785,男性,2001/1/14,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF008491,小泉,悠希,koizumi,yuuki,koizumi_yuuki1@tekuwan.co.jp,030-3479-3730,男性,2001/2/23,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF996782,松井,みさき,matsui,misaki,matsui_misaki2@tekuwan.co.jp,030-4359-8039,女性,2000/8/20,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
SF207585,大久保,なつみ,ookubo,natsumi,ookubo_natsumi3@tekuwan.co.jp,030-5983-3209,女性,2001/1/17,2023/4/1,製造本部,長野工場,長野製造課,正社員,,"250,000",
R869945,松田,悠斗,matsuda,yuuto,matsuda_yuuto4@tekuwan.co.jp,030-9843-8142,男性,1973/2/20,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R933782,栗田,航,kurita,kou,kurita_kou5@tekuwan.co.jp,030-6764-5595,男性,1973/4/20,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R746790,市川,悠斗,ichikawa,yuuto,ichikawa_yuuto1@tekuwan.co.jp,030-8520-4543,男性,1983/6/13,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R544509,加藤,陽一,katou,youichi,katou_youichi2@tekuwan.co.jp,030-6604-7459,男性,1982/1/18,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R723909,菊池,悠一,kikuchi,yuuichi,kikuchi_yuuichi3@tekuwan.co.jp,030-3466-1057,男性,1978/8/10,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R639849,橋本,大樹,hashimoto,taiju,hashimoto_taiju4@tekuwan.co.jp,030-2427-3189,男性,1977/8/4,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R811410,川口,悠人,kawaguchi,yuuto,kawaguchi_yuuto5@tekuwan.co.jp,030-7781-8223,男性,1973/6/17,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R313187,北川,和也,kitagawa,kazuya,kitagawa_kazuya1@tekuwan.co.jp,030-8303-4024,男性,1981/7/5,2018/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R675663,古川,航,furukawa,kou,furukawa_kou2@tekuwan.co.jp,030-9889-9254,男性,1974/5/30,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R525428,市川,悠吾,ichikawa,yuuware,ichikawa_yuuware3@tekuwan.co.jp,030-8080-2543,男性,1991/6/5,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R412579,北川,翔,kitagawa,shou,kitagawa_shou4@tekuwan.co.jp,030-0813-9753,男性,1990/5/10,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R474961,森田,隼斗,morita,hayato,morita_hayato5@tekuwan.co.jp,030-3861-9989,男性,1975/1/18,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R521630,藤田,隼人,fujita,hayato,fujita_hayato1@tekuwan.co.jp,030-0225-5651,男性,1979/10/9,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R449065,岩田,拓人,iwata,takuto,iwata_takuto2@tekuwan.co.jp,030-7860-3245,男性,1979/5/29,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R860953,福田,陽一,fukuda,youichi,fukuda_youichi3@tekuwan.co.jp,030-5095-5452,男性,1978/9/24,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R924218,吉田,拓人,yoshida,takuto,yoshida_takuto4@tekuwan.co.jp,030-8481-6421,男性,1988/8/17,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R813034,大久保,陽翔,ookubo,youshou,ookubo_youshou5@tekuwan.co.jp,030-9420-5160,男性,1994/1/22,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R333086,笠原,駿,kasahara,shun,kasahara_shun1@tekuwan.co.jp,030-0216-6668,男性,1990/7/25,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R606647,岡田,大河,okada,taiga,okada_taiga2@tekuwan.co.jp,030-9042-5912,男性,1994/7/22,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R021001,清水,りさ,shimizu,risa,shimizu_risa3@tekuwan.co.jp,030-9422-7870,女性,1980/9/6,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R785749,森田,さくら,morita,sakura,morita_sakura4@tekuwan.co.jp,030-6602-9765,女性,1972/5/29,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R604003,佐野,かおり,sano,kaori,sano_kaori5@tekuwan.co.jp,030-1284-5652,女性,1990/11/8,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R777795,井上,ゆり,inoue,yuri,inoue_yuri1@tekuwan.co.jp,030-2161-1112,女性,1987/4/4,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R196767,星野,愛美,hoshino,manami,hoshino_manami2@tekuwan.co.jp,030-2257-9662,女性,1988/10/3,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R921054,白井,愛理,shirai,eri,shirai_eri3@tekuwan.co.jp,030-2239-5083,女性,1994/3/9,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R173542,永井,れいこ,nagai,reiko,nagai_reiko4@tekuwan.co.jp,030-6925-6538,女性,1985/3/15,2021/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R860754,新井,悠輝,arai,yuuki,arai_yuuki5@tekuwan.co.jp,030-7955-8036,男性,1976/5/13,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R456840,岡本,陽向,okamoto,youkou,okamoto_youkou1@tekuwan.co.jp,030-0536-2530,男性,1986/2/13,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R708538,田村,悠太郎,tamura,yuutarou,tamura_yuutarou2@tekuwan.co.jp,030-0902-7794,男性,1994/7/29,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R910611,古川,駿,furukawa,shun,furukawa_shun3@tekuwan.co.jp,030-9200-7972,男性,1979/7/18,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R092324,平野,雄介,heiya,yuusuke,heiya_yuusuke4@tekuwan.co.jp,030-4210-3297,男性,1973/4/3,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R552704,大久保,真太,ookubo,makotota,ookubo_makotota5@tekuwan.co.jp,030-3370-5976,男性,1987/8/18,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R175179,岩井,健,iwai,takeshi,iwai_takeshi1@tekuwan.co.jp,030-9885-2694,男性,1975/5/22,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R640483,松本,健,matsumoto,takeshi,matsumoto_takeshi2@tekuwan.co.jp,030-9528-9389,男性,1983/10/7,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R298184,小島,りさ,kojima,risa,kojima_risa3@tekuwan.co.jp,030-9341-7046,女性,1990/1/20,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R727301,川口,みゆき,kawaguchi,miyuki,kawaguchi_miyuki4@tekuwan.co.jp,030-5287-3197,女性,1973/12/12,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R004258,高山,美穂,kouzan,miho,kouzan_miho5@tekuwan.co.jp,030-8293-6708,女性,1995/3/5,2022/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R736884,鈴木,麻衣,suzuki,mai,suzuki_mai1@tekuwan.co.jp,030-3316-7041,女性,1984/4/28,2023/4/1,製造本部,長野工場,長野製造課,契約社員,,"190,000",
R628201,大塚,みほ,ootsuka,miho,ootsuka_miho2@tekuwan.co.jp,030-0641-1970,女性,1991/7/28,2023/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
R281731,北村,ゆか,kitamura,yuka,kitamura_yuka3@tekuwan.co.jp,030-8368-1728,女性,1976/7/26,2023/4/1,製造本部,長野工場,長野製造課,契約社員,,"180,000",
K878778,安藤,大地,andou,daichi,andou_daichi4@tekuwan.co.jp,030-5789-7248,男性,1961/9/15,1983/4/1,製造本部,長野工場,長野製造課,嘱託社員,,"180,000",
K023002,福田,大地,fukuda,daichi,fukuda_daichi5@tekuwan.co.jp,030-5416-8460,男性,1960/2/8,1983/4/1,製造本部,長野工場,長野製造課,嘱託社員,,"180,000",
K482587,中島,颯,nakajima,satsu,nakajima_satsu1@tekuwan.co.jp,030-6843-5318,男性,1962/9/27,1985/4/1,製造本部,長野工場,長野製造課,嘱託社員,,"180,000",
K572189,竹内,陽介,takeuchi,yousuke,takeuchi_yousuke2@tekuwan.co.jp,030-5988-7454,男性,1963/3/8,1985/4/1,製造本部,長野工場,長野製造課,嘱託社員,,"180,000",
K376440,西村,ゆり,nishimura,yuri,nishimura_yuri3@tekuwan.co.jp,030-3504-7832,女性,1963/1/21,1985/4/1,製造本部,長野工場,長野製造課,嘱託社員,,"180,000",
P813275,小山,さきみ,oyama,sakimi,oyama_sakimi4@tekuwan.co.jp,030-7219-8605,女性,1991/4/17,2021/10/1,製造本部,長野工場,長野製造課,パート,,,
P028622,田村,さつき,tamura,satsuki,tamura_satsuki5@tekuwan.co.jp,030-2500-5051,女性,2001/6/4,2021/10/1,製造本部,長野工場,長野製造課,パート,,,
P822587,近藤,ゆり,kondou,yuri,kondou_yuri1@tekuwan.co.jp,030-3997-4522,女性,1992/9/13,2022/5/1,製造本部,長野工場,長野製造課,パート,,,
P166931,菅原,みさと,sugawara,misato,sugawara_misato2@tekuwan.co.jp,030-1489-1686,女性,1986/10/8,2022/5/1,製造本部,長野工場,長野製造課,パート,,,
P567960,山田,まりな,yamada,marina,yamada_marina3@tekuwan.co.jp,030-0771-9886,女性,1995/12/9,2023/9/1,製造本部,長野工場,長野製造課,パート,,,
